ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
ILMN_17820	6.39e-17	3.09e-17	79.72292	LIPH	lipase H
ILMN_13829	6.50e-17	3.14e-17	79.66	BCKDK	branched chain ketoacid dehydrogenase kinase
ILMN_24202	6.53e-17	3.16e-17	79.63957	WTAP	Wilms tumor 1 associated protein
ILMN_12108	6.67e-17	3.23e-17	79.55736	SDC2	syndecan 2
ILMN_14118	6.87e-17	3.32e-17	79.44758	AGBL4	ATP/GTP binding protein like 4
ILMN_27093	6.90e-17	3.34e-17	79.42919	TCTE1	t-complex-associated-testis-expressed 1
ILMN_880	7.07e-17	3.43e-17	79.33235	SLC5A6	solute carrier family 5 member 6
ILMN_6138	7.10e-17	3.44e-17	79.31954	EPB41L2	erythrocyte membrane protein band 4.1 like 2
ILMN_9328	7.25e-17	3.51e-17	79.239	MAD1L1	MAD1 mitotic arrest deficient like 1
ILMN_12020	7.29e-17	3.53e-17	79.21478	DR1	down-regulator of transcription 1
ILMN_15737	7.31e-17	3.54e-17	79.20618	ABHD13	abhydrolase domain containing 13
ILMN_6242	7.31e-17	3.55e-17	79.20368		
ILMN_12902	7.38e-17	3.58e-17	79.1653	MFSD2A	major facilitator superfamily domain containing 2A
ILMN_6913	7.44e-17	3.61e-17	79.13552	PREB	prolactin regulatory element binding
ILMN_12508	7.44e-17	3.61e-17	79.13275	ARHGAP33	Rho GTPase activating protein 33
ILMN_23868	7.51e-17	3.65e-17	79.09522	AGK	acylglycerol kinase
ILMN_8399	7.62e-17	3.70e-17	79.0428	SLC6A9	solute carrier family 6 member 9
ILMN_1539	7.65e-17	3.71e-17	79.02794	IFNAR1	interferon alpha and beta receptor subunit 1
ILMN_24064	7.68e-17	3.73e-17	79.01203	TXNDC9	thioredoxin domain containing 9
ILMN_24094	7.78e-17	3.78e-17	78.95816	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
ILMN_784	7.85e-17	3.82e-17	78.926	RAB32	RAB32, member RAS oncogene family
ILMN_29689	7.93e-17	3.86e-17	78.88706		
ILMN_2211	7.93e-17	3.86e-17	78.88356	GIMAP7	GTPase, IMAP family member 7
ILMN_15164	7.93e-17	3.86e-17	78.88235	AQP9	aquaporin 9
ILMN_10626	7.99e-17	3.89e-17	78.85509	PRPF19	pre-mRNA processing factor 19
ILMN_3467	8.10e-17	3.94e-17	78.80467	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
ILMN_687	8.25e-17	4.02e-17	78.73044	SF3A2	splicing factor 3a subunit 2
ILMN_6154	8.31e-17	4.05e-17	78.7027	GRK5	G protein-coupled receptor kinase 5
ILMN_2892	8.52e-17	4.15e-17	78.60712	PNPLA5	patatin like phospholipase domain containing 5
ILMN_5287	8.56e-17	4.17e-17	78.58849	RNF126	ring finger protein 126
ILMN_6416	8.57e-17	4.18e-17	78.5849	LSG1	large 60S subunit nuclear export GTPase 1
ILMN_20283	8.58e-17	4.18e-17	78.57849	FAM188A	family with sequence similarity 188 member A
ILMN_12720	8.59e-17	4.19e-17	78.57357	MBTPS1	membrane bound transcription factor peptidase, site 1
ILMN_29102	8.71e-17	4.25e-17	78.52274	EVL	Enah/Vasp-like
ILMN_27062	8.82e-17	4.30e-17	78.47457	CYP2D6	cytochrome P450 family 2 subfamily D member 6
ILMN_2476	8.95e-17	4.37e-17	78.41905	PVR	poliovirus receptor
ILMN_138248	8.95e-17	4.37e-17	78.41558	LGALS1	galectin 1
ILMN_10424	8.97e-17	4.38e-17	78.40505	SYVN1	synoviolin 1
ILMN_25865	9.11e-17	4.45e-17	78.34858	SCO2	SCO2 cytochrome c oxidase assembly protein
ILMN_18909	9.11e-17	4.45e-17	78.3458	CALR	calreticulin
ILMN_137353	9.16e-17	4.48e-17	78.3263	CR1	complement component 3b/4b receptor 1 (Knops blood group)
ILMN_137519	9.21e-17	4.50e-17	78.30215	HUS1B	HUS1 checkpoint clamp component B
ILMN_6860	9.31e-17	4.55e-17	78.262	CARD17	caspase recruitment domain family member 17
ILMN_15582	9.31e-17	4.55e-17	78.26103	PGK2	phosphoglycerate kinase 2
ILMN_10950	9.34e-17	4.57e-17	78.24984	TOMM70	translocase of outer mitochondrial membrane 70
ILMN_1981	9.34e-17	4.57e-17	78.24731	ZNF773	zinc finger protein 773
ILMN_14637	9.41e-17	4.61e-17	78.21797	CEPT1	choline/ethanolamine phosphotransferase 1
ILMN_25595	9.42e-17	4.61e-17	78.21529	FUT11	fucosyltransferase 11
ILMN_19427	9.44e-17	4.62e-17	78.20524	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
ILMN_4684	9.56e-17	4.68e-17	78.15626	ZMIZ2	zinc finger MIZ-type containing 2
ILMN_18165	9.61e-17	4.71e-17	78.13607	TAF15	TATA-box binding protein associated factor 15
ILMN_18063	9.64e-17	4.72e-17	78.12375	PNP	purine nucleoside phosphorylase
ILMN_19084	9.66e-17	4.74e-17	78.11392	BSDC1	BSD domain containing 1
ILMN_22202	9.69e-17	4.75e-17	78.10259	MED22	mediator complex subunit 22
ILMN_20022	9.73e-17	4.77e-17	78.08458	CST6	cystatin E/M
ILMN_29134	9.79e-17	4.80e-17	78.06138	RPA3	replication protein A3
ILMN_1871	9.80e-17	4.81e-17	78.05734	CCDC130	coiled-coil domain containing 130
ILMN_4100	9.90e-17	4.86e-17	78.01826	LMNB1	lamin B1
ILMN_864	9.94e-17	4.88e-17	78.00214	TMEM203	transmembrane protein 203
ILMN_23247	1.00e-16	4.93e-17	77.96177	WDR18	WD repeat domain 18
ILMN_22544	1.01e-16	4.97e-17	77.9334	GLCCI1	glucocorticoid induced 1
ILMN_137290	1.02e-16	5.03e-17	77.88795	SRP9	signal recognition particle 9
ILMN_8757	1.03e-16	5.04e-17	77.87845	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
ILMN_11345	1.06e-16	5.21e-17	77.75949	SIPA1L2	signal induced proliferation associated 1 like 2
ILMN_414	1.06e-16	5.22e-17	77.74751	KLHL5	kelch like family member 5
ILMN_458	1.09e-16	5.36e-17	77.65067	PSENEN	presenilin enhancer gamma-secretase subunit
ILMN_23960	1.10e-16	5.43e-17	77.60318	VAMP7	vesicle associated membrane protein 7
ILMN_13841	1.14e-16	5.61e-17	77.47998	NOP56	NOP56 ribonucleoprotein
ILMN_18784	1.15e-16	5.65e-17	77.45661	PLEKHA3	pleckstrin homology domain containing A3
ILMN_13196	1.16e-16	5.74e-17	77.40021	NECAP2	NECAP endocytosis associated 2
ILMN_17550	1.17e-16	5.77e-17	77.37807	ZNF22	zinc finger protein 22
ILMN_29092	1.19e-16	5.84e-17	77.3312	MOB2	MOB kinase activator 2
ILMN_2336	1.19e-16	5.86e-17	77.32103	DENR	density regulated re-initiation and release factor
ILMN_16589	1.20e-16	5.93e-17	77.27767	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
ILMN_26390	1.20e-16	5.93e-17	77.27519	TTC19	tetratricopeptide repeat domain 19
ILMN_8151	1.22e-16	6.00e-17	77.23045	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
ILMN_9237	1.22e-16	6.03e-17	77.21472	SNX11	sorting nexin 11
ILMN_12702	1.22e-16	6.03e-17	77.21272	VPS37A	VPS37A, ESCRT-I subunit
ILMN_25461	1.23e-16	6.06e-17	77.19594	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit
ILMN_23405	1.23e-16	6.07e-17	77.19004	RHOBTB2	Rho related BTB domain containing 2
ILMN_14404	1.25e-16	6.19e-17	77.11681	NUP160	nucleoporin 160
ILMN_23411	1.26e-16	6.24e-17	77.08427	NCBP1	nuclear cap binding protein subunit 1
ILMN_19732	1.26e-16	6.25e-17	77.0842	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit
ILMN_4659	1.27e-16	6.28e-17	77.0628	PHAX	phosphorylated adaptor for RNA export
ILMN_26277	1.33e-16	6.58e-17	76.88962	DENND2D	DENN domain containing 2D
ILMN_10929	1.33e-16	6.60e-17	76.8807	UQCRC2	ubiquinol-cytochrome c reductase core protein II
ILMN_12161	1.34e-16	6.63e-17	76.86433	KIAA1522	KIAA1522
ILMN_9275	1.35e-16	6.67e-17	76.83862	MYO1A	myosin IA
ILMN_138196	1.37e-16	6.77e-17	76.78506	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
ILMN_19435	1.37e-16	6.78e-17	76.77989	ZC3H3	zinc finger CCCH-type containing 3
ILMN_19976	1.37e-16	6.80e-17	76.76718	DDX39A	DEAD-box helicase 39A
ILMN_15776	1.40e-16	6.95e-17	76.68882	CYB5R3	cytochrome b5 reductase 3
ILMN_13448	1.42e-16	7.02e-17	76.65015	GLB1L	galactosidase beta 1 like
ILMN_18705	1.42e-16	7.03e-17	76.6467	MGMT	O-6-methylguanine-DNA methyltransferase
ILMN_137709	1.42e-16	7.06e-17	76.63242	ELMO1	engulfment and cell motility 1
ILMN_989	1.43e-16	7.07e-17	76.62757	R3HCC1L	R3H domain and coiled-coil containing 1 like
ILMN_21056	1.43e-16	7.09e-17	76.61729	KRR1	KRR1, small subunit processome component homolog
ILMN_12610	1.44e-16	7.13e-17	76.59193		
ILMN_19647	1.46e-16	7.25e-17	76.53259	SRRT	serrate, RNA effector molecule
ILMN_8828	1.47e-16	7.30e-17	76.50519	YPEL5	yippee like 5
ILMN_21923	1.50e-16	7.46e-17	76.42508	IMPAD1	inositol monophosphatase domain containing 1
ILMN_8877	1.51e-16	7.49e-17	76.41378	VPS18	VPS18, CORVET/HOPS core subunit
ILMN_19880	1.52e-16	7.55e-17	76.38435	SOD2	superoxide dismutase 2, mitochondrial
ILMN_8619	1.54e-16	7.65e-17	76.33654	ABCG1	ATP binding cassette subfamily G member 1
ILMN_29106	1.57e-16	7.78e-17	76.27243	DNAJC25-GNG10	DNAJC25-GNG10 readthrough
ILMN_25419	1.57e-16	7.80e-17	76.26327	FAM102B	family with sequence similarity 102 member B
ILMN_4671	1.58e-16	7.86e-17	76.23431	MED13L	mediator complex subunit 13 like
ILMN_8924	1.61e-16	8.03e-17	76.15788	XRN1	5'-3' exoribonuclease 1
ILMN_14354	1.62e-16	8.04e-17	76.15276	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
ILMN_17019	1.67e-16	8.33e-17	76.02209	CS	citrate synthase
ILMN_10942	1.68e-16	8.37e-17	76.00533	MRGBP	MRG/MORF4L binding protein
ILMN_8277	1.69e-16	8.39e-17	75.99343	RBM18	RNA binding motif protein 18
ILMN_24566	1.69e-16	8.40e-17	75.99146	FUT6	fucosyltransferase 6
ILMN_7443	1.69e-16	8.42e-17	75.98237	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1
ILMN_137509	1.70e-16	8.48e-17	75.95754	RPL23A	ribosomal protein L23a
ILMN_18086	1.73e-16	8.63e-17	75.89159	ZBED3	zinc finger BED-type containing 3
ILMN_25089	1.73e-16	8.63e-17	75.89103	TESC	tescalcin
ILMN_6995	1.73e-16	8.64e-17	75.88745	BTN2A1	butyrophilin subfamily 2 member A1
ILMN_27005	1.82e-16	9.08e-17	75.70647	NUP54	nucleoporin 54
ILMN_17701	1.84e-16	9.16e-17	75.67423	MKKS	McKusick-Kaufman syndrome
ILMN_22284	1.86e-16	9.27e-17	75.62857	STXBP3	syntaxin binding protein 3
ILMN_18655	1.87e-16	9.34e-17	75.60401	GRN	granulin
ILMN_9368	1.89e-16	9.42e-17	75.57102	CNN2	calponin 2
ILMN_20490	1.91e-16	9.52e-17	75.53405	SS18L2	SS18 like 2
ILMN_8095	1.92e-16	9.60e-17	75.50268	TTC8	tetratricopeptide repeat domain 8
ILMN_3336	1.94e-16	9.68e-17	75.47175	BCLAF1	BCL2 associated transcription factor 1
ILMN_21281	1.94e-16	9.70e-17	75.46629	SRP72	signal recognition particle 72
ILMN_11155	1.96e-16	9.79e-17	75.43129	C4orf3	chromosome 4 open reading frame 3
ILMN_1513	1.97e-16	9.86e-17	75.40628	KPNA3	karyopherin subunit alpha 3
ILMN_4594	1.98e-16	9.91e-17	75.38486	IL12RB1	interleukin 12 receptor subunit beta 1
ILMN_4237	2.00e-16	9.99e-17	75.35635		
ILMN_8645	2.00e-16	1.00e-16	75.3428	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
ILMN_23914	2.01e-16	1.00e-16	75.3368	NLRC5	NLR family CARD domain containing 5
ILMN_17394	2.01e-16	1.01e-16	75.33118	C10orf11	chromosome 10 open reading frame 11
ILMN_21027	2.01e-16	1.01e-16	75.32833	PHF19	PHD finger protein 19
ILMN_22635	2.07e-16	1.03e-16	75.22933	RASSF8	Ras association domain family member 8
ILMN_10096	2.07e-16	1.03e-16	75.22842	ERP44	endoplasmic reticulum protein 44
ILMN_138024	2.07e-16	1.04e-16	75.2246	SIL1	SIL1 nucleotide exchange factor
ILMN_1477	2.07e-16	1.04e-16	75.22271	B4GALT4	beta-1,4-galactosyltransferase 4
ILMN_19238	2.07e-16	1.04e-16	75.22175	ZNF182	zinc finger protein 182
ILMN_138971	2.07e-16	1.04e-16	75.21365	UFD1L	ubiquitin fusion degradation 1 like (yeast)
ILMN_9883	2.08e-16	1.05e-16	75.19075	CYB561	cytochrome b561
ILMN_20129	2.10e-16	1.05e-16	75.16602	TOMM22	translocase of outer mitochondrial membrane 22
ILMN_4029	2.10e-16	1.05e-16	75.16551	PSMD3	proteasome 26S subunit, non-ATPase 3
ILMN_16810	2.10e-16	1.05e-16	75.16111	NMB	neuromedin B
ILMN_18853	2.10e-16	1.06e-16	75.15262	FAM199X	family with sequence similarity 199, X-linked
ILMN_7446	2.17e-16	1.09e-16	75.04346	TRUB2	TruB pseudouridine synthase family member 2
ILMN_18859	2.17e-16	1.09e-16	75.03852	STX3	syntaxin 3
ILMN_22264	2.23e-16	1.12e-16	74.94194	INSM1	INSM transcriptional repressor 1
ILMN_5261	2.23e-16	1.12e-16	74.93821		
ILMN_26826	2.27e-16	1.14e-16	74.87789	CEBPE	CCAAT/enhancer binding protein epsilon
ILMN_25688	2.28e-16	1.15e-16	74.85981	KRT6A	keratin 6A
ILMN_2791	2.28e-16	1.15e-16	74.85125	SMPD2	sphingomyelin phosphodiesterase 2
ILMN_14903	2.30e-16	1.16e-16	74.81759	ESD	esterase D
ILMN_10336	2.31e-16	1.16e-16	74.79851	AK4	adenylate kinase 4
ILMN_4901	2.34e-16	1.18e-16	74.75694	TMEM71	transmembrane protein 71
ILMN_22626	2.36e-16	1.19e-16	74.71903		
ILMN_2784	2.39e-16	1.20e-16	74.67667	PEX26	peroxisomal biogenesis factor 26
ILMN_138010	2.40e-16	1.21e-16	74.66393	TH	tyrosine hydroxylase
ILMN_9063	2.42e-16	1.22e-16	74.63933	TM2D1	TM2 domain containing 1
ILMN_18453	2.42e-16	1.22e-16	74.63727	AKT1S1	AKT1 substrate 1
ILMN_12371	2.42e-16	1.22e-16	74.63027		
ILMN_4527	2.43e-16	1.22e-16	74.61689	AP3B1	adaptor related protein complex 3 beta 1 subunit
ILMN_6565	2.43e-16	1.23e-16	74.60901	MFSD10	major facilitator superfamily domain containing 10
ILMN_21448	2.48e-16	1.25e-16	74.53616	UBE2Q2	ubiquitin conjugating enzyme E2 Q2
ILMN_18320	2.48e-16	1.25e-16	74.53219	GNAQ	G protein subunit alpha q
ILMN_15498	2.49e-16	1.26e-16	74.52868	PMM2	phosphomannomutase 2
ILMN_13481	2.50e-16	1.26e-16	74.5078	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
ILMN_8124	2.51e-16	1.27e-16	74.48919	DIRC2	disrupted in renal carcinoma 2
ILMN_28971	2.53e-16	1.28e-16	74.45809	DYNLL2	dynein light chain LC8-type 2
ILMN_3038	2.55e-16	1.29e-16	74.42935	SOCS1	suppressor of cytokine signaling 1
ILMN_14193	2.61e-16	1.32e-16	74.34655	ERF	ETS2 repressor factor
ILMN_1872	2.61e-16	1.32e-16	74.34252	RPS6KB1	ribosomal protein S6 kinase B1
ILMN_18672	2.63e-16	1.33e-16	74.32382	DAB2	DAB2, clathrin adaptor protein
ILMN_12576	2.64e-16	1.33e-16	74.308	IGHMBP2	immunoglobulin mu binding protein 2
ILMN_17179	2.65e-16	1.34e-16	74.29308	DUSP10	dual specificity phosphatase 10
ILMN_17423	2.66e-16	1.35e-16	74.27764	BRPF1	bromodomain and PHD finger containing 1
ILMN_25892	2.67e-16	1.35e-16	74.26637	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
ILMN_9681	2.67e-16	1.35e-16	74.26525	BTG2	BTG anti-proliferation factor 2
ILMN_14007	2.67e-16	1.35e-16	74.25434	CTSC	cathepsin C
ILMN_27290	2.69e-16	1.36e-16	74.23367	SPDEF	SAM pointed domain containing ETS transcription factor
ILMN_16348	2.70e-16	1.37e-16	74.21808	RHOG	ras homolog family member G
ILMN_1009	2.74e-16	1.39e-16	74.1647	DDX42	DEAD-box helicase 42
ILMN_14206	2.74e-16	1.39e-16	74.15661	KPNA2	karyopherin subunit alpha 2
ILMN_23186	2.74e-16	1.39e-16	74.1557	ACPP	acid phosphatase, prostate
ILMN_8332	2.77e-16	1.40e-16	74.12396	PYGM	phosphorylase, glycogen, muscle
ILMN_17476	2.77e-16	1.41e-16	74.12091	TRPC4	transient receptor potential cation channel subfamily C member 4
ILMN_139167	2.78e-16	1.41e-16	74.10256	PRMT5	protein arginine methyltransferase 5
ILMN_19495	2.84e-16	1.44e-16	74.02706	OR2A2	olfactory receptor family 2 subfamily A member 2
ILMN_19452	2.88e-16	1.46e-16	73.97728	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
ILMN_15388	2.89e-16	1.47e-16	73.96139	POR	cytochrome p450 oxidoreductase
ILMN_10599	2.92e-16	1.48e-16	73.92924	TCF7L2	transcription factor 7 like 2
ILMN_19537	2.92e-16	1.48e-16	73.92444		
ILMN_5215	3.03e-16	1.54e-16	73.78784	SLC27A4	solute carrier family 27 member 4
ILMN_28841	3.04e-16	1.54e-16	73.78228	BRWD1	bromodomain and WD repeat domain containing 1
ILMN_29808	3.06e-16	1.56e-16	73.75043	HIST1H4K	histone cluster 1, H4k
ILMN_19569	3.07e-16	1.56e-16	73.74523	OR2J2	olfactory receptor family 2 subfamily J member 2
ILMN_3281	3.08e-16	1.56e-16	73.73344	C2orf50	chromosome 2 open reading frame 50
ILMN_7338	3.08e-16	1.57e-16	73.72679	MRPL51	mitochondrial ribosomal protein L51
ILMN_28103	3.12e-16	1.59e-16	73.6852	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
ILMN_6810	3.12e-16	1.59e-16	73.67314	KIAA0907	KIAA0907
ILMN_23396	3.12e-16	1.59e-16	73.67276	EBI3	Epstein-Barr virus induced 3
ILMN_18567	3.14e-16	1.60e-16	73.65623	FYCO1	FYVE and coiled-coil domain containing 1
ILMN_29473	3.15e-16	1.60e-16	73.64546	TIMM44	translocase of inner mitochondrial membrane 44
ILMN_20574	3.17e-16	1.62e-16	73.61896	UBE2M	ubiquitin conjugating enzyme E2 M
ILMN_15088	3.18e-16	1.62e-16	73.60838	PRELID3B	PRELI domain containing 3B
ILMN_29227	3.19e-16	1.63e-16	73.5911	ZSCAN22	zinc finger and SCAN domain containing 22
ILMN_10665	3.20e-16	1.63e-16	73.58528	CENPN	centromere protein N
ILMN_23134	3.20e-16	1.63e-16	73.57889	SPATA20	spermatogenesis associated 20
ILMN_24450	3.23e-16	1.65e-16	73.54533	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
ILMN_137805	3.30e-16	1.68e-16	73.4687	AURKB	aurora kinase B
ILMN_18920	3.31e-16	1.69e-16	73.45656	CCNY	cyclin Y
ILMN_7601	3.31e-16	1.69e-16	73.45408	SERF2	small EDRK-rich factor 2
ILMN_13029	3.33e-16	1.70e-16	73.43668		
ILMN_24328	3.37e-16	1.72e-16	73.39301	NCOA4	nuclear receptor coactivator 4
ILMN_8983	3.38e-16	1.73e-16	73.37818	FAAP100	Fanconi anemia core complex associated protein 100
ILMN_17041	3.38e-16	1.73e-16	73.37565	NFYB	nuclear transcription factor Y subunit beta
ILMN_6956	3.49e-16	1.79e-16	73.25912	SLC4A2	solute carrier family 4 member 2
ILMN_19280	3.50e-16	1.79e-16	73.24749	SLC14A2	solute carrier family 14 member 2
ILMN_26858	3.51e-16	1.79e-16	73.24332	VAX1	ventral anterior homeobox 1
ILMN_26256	3.59e-16	1.84e-16	73.1622	SLC22A16	solute carrier family 22 member 16
ILMN_17792	3.61e-16	1.85e-16	73.1395	AIF1	allograft inflammatory factor 1
ILMN_28691	3.65e-16	1.87e-16	73.10156	P2RY8	purinergic receptor P2Y8
ILMN_27535	3.69e-16	1.89e-16	73.06294	P4HB	prolyl 4-hydroxylase subunit beta
ILMN_29366	3.74e-16	1.91e-16	73.01342	PLXDC2	plexin domain containing 2
ILMN_24492	3.74e-16	1.92e-16	73.01111	JRKL	JRK-like
ILMN_16003	3.74e-16	1.92e-16	73.0108	CYTH2	cytohesin 2
ILMN_21041	3.78e-16	1.94e-16	72.96702	SLC25A12	solute carrier family 25 member 12
ILMN_7099	3.83e-16	1.96e-16	72.92232	TOP2B	topoisomerase (DNA) II beta
ILMN_8150	3.85e-16	1.97e-16	72.90642	HSPA8	heat shock protein family A (Hsp70) member 8
ILMN_1183	3.99e-16	2.05e-16	72.77263	H2AFY	H2A histone family member Y
ILMN_27826	4.01e-16	2.06e-16	72.754	LAMP1	lysosomal associated membrane protein 1
ILMN_16456	4.02e-16	2.06e-16	72.74449	CLIC2	chloride intracellular channel 2
ILMN_10721	4.11e-16	2.11e-16	72.66838	EGR2	early growth response 2
ILMN_20822	4.13e-16	2.12e-16	72.6496	XRN2	5'-3' exoribonuclease 2
ILMN_23957	4.14e-16	2.13e-16	72.64018	ELL	elongation factor for RNA polymerase II
ILMN_13241	4.17e-16	2.14e-16	72.61536		
ILMN_15654	4.17e-16	2.14e-16	72.61512	TCF7	transcription factor 7 (T-cell specific, HMG-box)
ILMN_22762	4.18e-16	2.15e-16	72.60483	MRPL27	mitochondrial ribosomal protein L27
ILMN_21310	4.23e-16	2.18e-16	72.55782	ATF6B	activating transcription factor 6 beta
ILMN_28796	4.25e-16	2.19e-16	72.53795	ABTB1	ankyrin repeat and BTB domain containing 1
ILMN_23841	4.27e-16	2.20e-16	72.52453	GTSE1	G2 and S-phase expressed 1
ILMN_3011	4.43e-16	2.28e-16	72.39228	BLMH	bleomycin hydrolase
ILMN_19813	4.44e-16	2.29e-16	72.3809	FAM160A2	family with sequence similarity 160 member A2
ILMN_23057	4.51e-16	2.32e-16	72.3279	ACO2	aconitase 2
ILMN_18616	4.51e-16	2.32e-16	72.32597	FAM124A	family with sequence similarity 124 member A
ILMN_11794	4.54e-16	2.34e-16	72.29844	CIB1	calcium and integrin binding 1
ILMN_23444	4.64e-16	2.39e-16	72.22443	SYT3	synaptotagmin 3
ILMN_139236	4.75e-16	2.45e-16	72.14083		
ILMN_7609	4.75e-16	2.45e-16	72.13768	XPNPEP2	X-prolyl aminopeptidase 2
ILMN_14120	4.78e-16	2.46e-16	72.11582	MRPL18	mitochondrial ribosomal protein L18
ILMN_27231	4.83e-16	2.49e-16	72.07969	TARS	threonyl-tRNA synthetase
ILMN_2236	4.83e-16	2.49e-16	72.07461	FAM107B	family with sequence similarity 107 member B
ILMN_4995	4.83e-16	2.49e-16	72.0737	TBC1D10B	TBC1 domain family member 10B
ILMN_18073	4.86e-16	2.51e-16	72.05589	ARAF	A-Raf proto-oncogene, serine/threonine kinase
ILMN_3340	4.91e-16	2.53e-16	72.01917	CHMP2A	charged multivesicular body protein 2A
ILMN_6233	4.94e-16	2.55e-16	71.99306	SLC18B1	solute carrier family 18 member B1
ILMN_2713	5.04e-16	2.60e-16	71.92512	KIDINS220	kinase D-interacting substrate 220kDa
ILMN_893	5.04e-16	2.60e-16	71.9249	PRKX	protein kinase, X-linked
ILMN_12236	5.05e-16	2.61e-16	71.91665	ZBTB21	zinc finger and BTB domain containing 21
ILMN_17973	5.19e-16	2.68e-16	71.8204	SARS	seryl-tRNA synthetase
ILMN_28596	5.30e-16	2.74e-16	71.74527	TM7SF2	transmembrane 7 superfamily member 2
ILMN_15035	5.30e-16	2.74e-16	71.74251	IL1R1	interleukin 1 receptor type 1
ILMN_21946	5.30e-16	2.74e-16	71.73906	BLVRA	biliverdin reductase A
ILMN_139292	5.33e-16	2.76e-16	71.72275	EIF3H	eukaryotic translation initiation factor 3 subunit H
ILMN_4119	5.35e-16	2.77e-16	71.70361	NOC4L	nucleolar complex associated 4 homolog
ILMN_17596	5.40e-16	2.80e-16	71.66927	PRDX5	peroxiredoxin 5
ILMN_25145	5.44e-16	2.81e-16	71.64827	WDR47	WD repeat domain 47
ILMN_8101	5.44e-16	2.82e-16	71.64302	CD46	CD46 molecule
ILMN_27337	5.46e-16	2.83e-16	71.63106	C17orf74	chromosome 17 open reading frame 74
ILMN_2277	5.49e-16	2.84e-16	71.61207	MED8	mediator complex subunit 8
ILMN_1204	5.51e-16	2.85e-16	71.5992	KCTD9	potassium channel tetramerization domain containing 9
ILMN_5918	5.59e-16	2.90e-16	71.54364	PALLD	palladin, cytoskeletal associated protein
ILMN_17715	5.61e-16	2.91e-16	71.53235	PRKCD	protein kinase C delta
ILMN_24021	5.62e-16	2.92e-16	71.52266	CBLL1	Cbl proto-oncogene like 1
ILMN_2227	5.64e-16	2.93e-16	71.51225	RPS24	ribosomal protein S24
ILMN_29225	5.69e-16	2.95e-16	71.47877	LAMP2	lysosomal associated membrane protein 2
ILMN_30132	5.74e-16	2.98e-16	71.44587	VAC14	Vac14, PIKFYVE complex component
ILMN_25959	5.75e-16	2.99e-16	71.4401	C12orf45	chromosome 12 open reading frame 45
ILMN_14054	5.86e-16	3.04e-16	71.37466	EMC7	ER membrane protein complex subunit 7
ILMN_19594	5.91e-16	3.07e-16	71.34369	RANBP9	RAN binding protein 9
ILMN_20338	6.12e-16	3.18e-16	71.2229	IRF2	interferon regulatory factor 2
ILMN_8098	6.16e-16	3.20e-16	71.19822	HCST	hematopoietic cell signal transducer
ILMN_13195	6.16e-16	3.20e-16	71.19527	SLC6A9	solute carrier family 6 member 9
ILMN_139117	6.21e-16	3.23e-16	71.16523	CYB5B	cytochrome b5 type B
ILMN_2365	6.27e-16	3.26e-16	71.13293	GPS1	G protein pathway suppressor 1
ILMN_19592	6.30e-16	3.28e-16	71.11488	PRTFDC1	phosphoribosyl transferase domain containing 1
ILMN_23511	6.30e-16	3.28e-16	71.1141	GRP	gastrin releasing peptide
ILMN_26663	6.35e-16	3.30e-16	71.08647	CCT8	chaperonin containing TCP1 subunit 8
ILMN_21952	6.36e-16	3.31e-16	71.07803	CTBP1	C-terminal binding protein 1
ILMN_27348	6.40e-16	3.33e-16	71.05584	MUL1	mitochondrial E3 ubiquitin protein ligase 1
ILMN_137297	6.46e-16	3.36e-16	71.02322	CYB5R4	cytochrome b5 reductase 4
ILMN_5084	6.68e-16	3.48e-16	70.90703	SGPL1	sphingosine-1-phosphate lyase 1
ILMN_9172	6.68e-16	3.48e-16	70.90516	ARMCX1	armadillo repeat containing, X-linked 1
ILMN_29704	6.75e-16	3.52e-16	70.86674	PLEKHB2	pleckstrin homology domain containing B2
ILMN_29873	6.79e-16	3.54e-16	70.84582	COQ10A	coenzyme Q10A
ILMN_28832	6.88e-16	3.59e-16	70.79696		
ILMN_8923	7.07e-16	3.69e-16	70.70386	ATP6V0E1	ATPase H+ transporting V0 subunit e1
ILMN_24468	7.07e-16	3.69e-16	70.70352	FKBP8	FK506 binding protein 8
ILMN_6163	7.25e-16	3.78e-16	70.61257	NIPBL	NIPBL, cohesin loading factor
ILMN_13129	7.26e-16	3.79e-16	70.60768	VRK3	vaccinia related kinase 3
